
query,execution_time
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 5.7",0.00010324400000172318
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.2916000034456374e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 157",7.362599990301533e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",2.608800014058943e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.4110000165601377e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",7.810600004631851e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",3.2626000120217213e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 1 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 6.4",0.0002628270001423516
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 7.0 ORDER BY tr.averageRating DESC LIMIT 5",8.044700007303618e-05
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'composer' AND tb.startYear >= 1909 ORDER BY tb.startYear",0.00011610799992922693
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 5.3",9.4325999953071e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",3.5545999935493455e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 1149",7.942599995658384e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",2.9346000019359053e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.2986000001546927e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",4.3316000073900796e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",3.847700008918764e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 3 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 5.3",0.0005255099999885715
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 6.4 ORDER BY tr.averageRating DESC LIMIT 5",0.00019525900006556185
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'cinematographer' AND tb.startYear >= 1917 ORDER BY tb.startYear",0.00010564400008661323
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 6.5",8.411499993599136e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.2001999923304538e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 1150",7.745499988232041e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",8.345900005224394e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.8513999975766637e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",4.3500999936441076e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",3.220899998268578e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 4 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 6.5",0.0004208429998016072
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 5.1 ORDER BY tr.averageRating DESC LIMIT 5",0.00016959899994617444
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'composer' AND tb.startYear >= 1926 ORDER BY tb.startYear",0.00018247999992127006
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 5.4",9.185600015371165e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.2879999960423447e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 1301",7.37390000722371e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",1.778000000740576e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.1322000091240625e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",4.217799983052828e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",2.900999993471487e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 8 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 5.9",0.0003189799999745446
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 6.1 ORDER BY tr.averageRating DESC LIMIT 5",0.00022957600003792322
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'self' AND tb.startYear >= 1908 ORDER BY tb.startYear",0.00012965599989911425
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 6.6",9.298800000578922e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",3.84980000944779e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 1796",0.0001047319999543106
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",2.912000013566285e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.3257000091471127e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",5.778500008091214e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",4.824699999517179e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 3 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 6.5",0.00028040400002282695
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 5.3 ORDER BY tr.averageRating DESC LIMIT 5",0.00018904900002780778
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'composer' AND tb.startYear >= 1934 ORDER BY tb.startYear",0.00012829600018449128
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 5.6",9.67050000326708e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.1835999859831645e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 2052",7.417500000883592e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",1.761099997565907e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.1126999879707e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",3.8437000057456316e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",2.8373000077408506e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 8 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 5.8",0.0002711780000481667
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 6.1 ORDER BY tr.averageRating DESC LIMIT 5",3.6912000041411375e-05
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'cinematographer' AND tb.startYear >= 1903 ORDER BY tb.startYear",9.613399993213534e-05
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 6.2",8.834499999466061e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",3.840099998342339e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 2912",8.244700006798666e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",1.690499993856065e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.08960000488878e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",0.00015808899979674607
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",9.709900018606277e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 11 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 5.3",0.0002896250000503642
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 5.2 ORDER BY tr.averageRating DESC LIMIT 5",0.0002411980001397751
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'director' AND tb.startYear >= 1944 ORDER BY tb.startYear",0.0001161150000825728
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 6.5",2.3245999955179286e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",3.292899987172859e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 1260",0.00010132800002793374
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",1.765599995451339e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.1366000080670347e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",5.709300012313179e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",4.737299991575128e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 5 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 5.5",0.00024857700009306427
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 6.9 ORDER BY tr.averageRating DESC LIMIT 5",7.510799991905515e-05
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'director' AND tb.startYear >= 1928 ORDER BY tb.startYear",0.00016886499997781357
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 7.0",9.982100004890526e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.3411999791278504e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 806",7.505600001422863e-05
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",1.7915999933393323e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,1.1243000017202576e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",4.922400012219441e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",4.8253999921143986e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 1 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 5.9",0.0005332470000212197
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 5.3 ORDER BY tr.averageRating DESC LIMIT 5",5.387500004871981e-05
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'composer' AND tb.startYear >= 1918 ORDER BY tb.startYear",0.00012199299999338109
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 6.6",2.8661999976975494e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.0149999954810482e-05
"SELECT te.tconst, te.parentTconst, tb.primaryTitle AS seriesTitle, tr.averageRating FROM title_episode te LEFT JOIN title_basics tb ON te.parentTconst = tb.tconst LEFT JOIN title_ratings tr ON te.tconst = tr.tconst WHERE tr.numVotes > 2458",0.00010823000002346816
"SELECT tconst, primaryTitle, runtimeMinutes FROM title_basics WHERE runtimeMinutes > (SELECT AVG(runtimeMinutes) FROM title_basics WHERE runtimeMinutes IS NOT NULL)",2.8194999913466745e-05
SELECT nb.primaryName FROM name_basics nb WHERE nb.deathYear IS NULL AND EXISTS (SELECT 1 FROM title_principals tp WHERE tp.nconst = nb.nconst) ORDER BY nb.primaryName,2.0911999854433816e-05
"SELECT tp.category, COUNT(*) as num_people, AVG(tr.averageRating) AS avg_rating FROM title_principals tp JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY tp.category ORDER BY avg_rating DESC",3.897800002050644e-05
"SELECT tb.startYear, SUBSTR(tb.genres, 1, INSTR(tb.genres, ',')-1) AS firstGenre, COUNT(*) AS num_titles FROM title_basics tb WHERE tb.startYear IS NOT NULL GROUP BY tb.startYear, firstGenre ORDER BY tb.startYear",2.8245999828868662e-05
"SELECT tconst, primaryTitle FROM title_basics WHERE runtimeMinutes >= 3 UNION SELECT tb.tconst, tb.primaryTitle FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating >= 6.8",0.00010225599999102997
"SELECT tb.tconst, tb.primaryTitle, tr.averageRating FROM title_basics tb JOIN title_ratings tr ON tb.tconst = tr.tconst WHERE tr.averageRating > 5.9 ORDER BY tr.averageRating DESC LIMIT 5",0.00022659699993710092
"SELECT nb.primaryName, tb.primaryTitle FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_basics tb ON tp.tconst = tb.tconst WHERE tp.category = 'cinematographer' AND tb.startYear >= 1944 ORDER BY tb.startYear",0.00010658099995453085
"SELECT nb.primaryName, AVG(tr.averageRating) AS avg_rating FROM name_basics nb JOIN title_principals tp ON nb.nconst = tp.nconst JOIN title_ratings tr ON tp.tconst = tr.tconst GROUP BY nb.primaryName HAVING avg_rating > 5.9",8.606599999438913e-05
"SELECT nb.primaryName AS directorName, COUNT(*) AS num_titles FROM title_crew tc JOIN name_basics nb ON tc.directors = nb.nconst JOIN title_basics tb ON tc.tconst = tb.tconst GROUP BY nb.primaryName ORDER BY num_titles DESC",2.2809000029155868e-05
